airline_code,departure_airport_code,destination_airport_code,departure_date,arrival_date,ticket_price,First_flight,first_flight_code,last_flight_code,selling_airline,departure_time,arrival_time,Detected_Language,Assigned_Country,Assigned_Currency
multi,LGW,SFO,"['2024', '9', '18', '11']","['2024', '9', '18', '21']",9239698,LGW-LAS,BA2277,AA6906,British Airways,18,"""AA""",Indonesia,Indonesia,IDR
DL,LGW,SFO,"['2024', '9', '18', '12']","['2024', '9', '18', '21']",11557626,LGW-JFK,DL63,VS4062,Delta,9,18,Indonesia,Indonesia,IDR
B6,LGW,SFO,"['2024', '9', '18', '12', '10']","['2024', '9', '18', '22', '39']",11854036,LGW-BOS,B61926,B6333,JetBlue,9,18,Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '13']","['2024', '9', '18', '21']",15233112,LGW-KEF,FI471,FI7692,Icelandair,"""AS""","""1295""",Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '11']","['2024', '9', '18', '19']",19616030,LGW-LAS,BA2277,BA7546,British Airways,9,18,Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '11', '15']","['2024', '9', '18', '19', '55']",9435329,LGW-FRA,LH1521,LH9408,Lufthansa,18,"""UA""",Indonesia,Indonesia,IDR
DL,LGW,SFO,"['2024', '9', '18', '12']","['2024', '9', '18', '23']",9739643,LGW-JFK,DL63,VS4062,Delta,9,18,Indonesia,Indonesia,IDR
IB,LGW,SFO,"['2024', '9', '18', '20', '40']","['2024', '9', '19', '16', '30']",9034187,LGW-MAD,IB3717,BA7197,Iberia,9,19,Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '15', '5']","['2024', '9', '19', '8', '59']",9081613,LGW-JFK,BA2273,AA6938,British Airways,"""6223""",null,Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '11']","['2024', '9', '18', '21']",9239698,LGW-LAS,BA2277,AA6906,British Airways,18,"""AA""",Indonesia,Indonesia,IDR
DL,LGW,SFO,"['2024', '9', '18', '12']","['2024', '9', '18', '21']",11557626,LGW-JFK,DL63,VS4062,Delta,9,18,Indonesia,Indonesia,IDR
B6,LGW,SFO,"['2024', '9', '18', '12', '10']","['2024', '9', '18', '22', '39']",11854036,LGW-BOS,B61926,B6333,JetBlue,9,18,Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '13']","['2024', '9', '18', '21']",15233112,LGW-KEF,FI471,FI7692,Icelandair,"""AS""","""1295""",Indonesia,Indonesia,IDR
multi,LGW,SFO,"['2024', '9', '18', '11']","['2024', '9', '18', '19']",19616030,LGW-LAS,BA2277,BA7546,British Airways,9,18,Indonesia,Indonesia,IDR
AA,NRT,IAD,"['2024', '12', '7', '18', '25']","['2024', '12', '7', '22', '18']",1571,NRT-DFW,AA60,AA413,American,7,"""AA""",Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '16', '55']","['2024', '12', '7', '19', '25']",1583,NRT-SFO,UA838,UA487,2024,"""UA""","""487""",Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '17', '35']","['2024', '12', '7', '19', '30']",1583,NRT-DEN,UA142,UA347,United,7,2024,Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '17', '55']","['2024', '12', '7', '21', '5']",1583,NRT-LAX,UA33,UA1635,United,7,2024,Deutsch,Schweiz,CHF
multi,NRT,IAD,"['2024', '12', '7', '17']","['2024', '12', '7', '19']",1624,NRT-SFO,NH8,UA7950,ANA,2024,12,Deutsch,Schweiz,CHF
multi,NRT,IAD,"['2024', '12', '7', '17', '5']","['2024', '12', '7', '21', '5']",1856,NRT-ORD,NH12,NH7000,ANA,2024,12,Deutsch,Schweiz,CHF
AA,NRT,IAD,"['2024', '12', '7', '18', '25']","['2024', '12', '7', '22', '18']",1571,NRT-DFW,AA60,AA413,American,7,"""AA""",Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '16', '55']","['2024', '12', '7', '19', '25']",1583,NRT-SFO,UA838,UA487,2024,"""UA""","""487""",Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '17', '35']","['2024', '12', '7', '19', '30']",1583,NRT-DEN,UA142,UA347,United,7,2024,Deutsch,Schweiz,CHF
UA,NRT,IAD,"['2024', '12', '7', '17', '55']","['2024', '12', '7', '21', '5']",1583,NRT-LAX,UA33,UA1635,United,7,2024,Deutsch,Schweiz,CHF
multi,NRT,IAD,"['2024', '12', '7', '17']","['2024', '12', '7', '19']",1624,NRT-SFO,NH8,UA7950,ANA,2024,12,Deutsch,Schweiz,CHF
multi,NRT,IAD,"['2024', '12', '7', '17', '5']","['2024', '12', '7', '21', '5']",1856,NRT-ORD,NH12,NH7000,ANA,2024,12,Deutsch,Schweiz,CHF
multi,MUC,PHL,"['2024', '11', '5', '7']","['2024', '11', '5', '14']",2039,MUC-FRA,LH93,AC9278,Air Canada,2024,11,Português (Brasil),Brasil,BRL
LH,MUC,PHL,"['2024', '11', '5', '11']","['2024', '11', '5', '16']",2200,MUC-FRA,LH103,LH426,Lufthansa,11,5,Português (Brasil),Brasil,BRL
UA,MUC,PHL,"['2024', '11', '5', '12', '10']","['2024', '11', '5', '18', '40']",2339,MUC-IAD,UA109,UA6165,United,2024,11,Português (Brasil),Brasil,BRL
AA,MUC,PHL,"['2024', '11', '5', '10', '20']","['2024', '11', '5', '17', '53']",2738,MUC-CLT,AA717,BA1631,American,"""AA""","""864""",Português (Brasil),Brasil,BRL
multi,MUC,PHL,"['2024', '11', '5', '8']","['2024', '11', '5', '15']",3030,MUC-FRA,LH95,AC9505,Lufthansa,5,"""AC""",Português (Brasil),Brasil,BRL
BA,MUC,PHL,"['2024', '11', '5', '7', '50']","['2024', '11', '5', '16', '30']",4047,MUC-LHR,BA947,AA7201,2024,2024,11,Português (Brasil),Brasil,BRL
multi,MUC,PHL,"['2024', '11', '5', '16', '10']","['2024', '11', '5', '23', '22']",6600,MUC-IAD,LH414,UA8785,United,"""UA""","""6199""",Português (Brasil),Brasil,BRL
multi,MUC,PHL,"['2024', '11', '5', '7']","['2024', '11', '5', '14']",2039,MUC-FRA,LH93,AC9278,Air Canada,2024,11,Português (Brasil),Brasil,BRL
LH,MUC,PHL,"['2024', '11', '5', '11']","['2024', '11', '5', '16']",2200,MUC-FRA,LH103,LH426,Lufthansa,11,5,Português (Brasil),Brasil,BRL
UA,MUC,PHL,"['2024', '11', '5', '12', '10']","['2024', '11', '5', '18', '40']",2339,MUC-IAD,UA109,UA6165,United,2024,11,Português (Brasil),Brasil,BRL
AA,MUC,PHL,"['2024', '11', '5', '10', '20']","['2024', '11', '5', '17', '53']",2738,MUC-CLT,AA717,BA1631,American,"""AA""","""864""",Português (Brasil),Brasil,BRL
multi,MUC,PHL,"['2024', '11', '5', '8']","['2024', '11', '5', '15']",3030,MUC-FRA,LH95,AC9505,Lufthansa,5,"""AC""",Português (Brasil),Brasil,BRL
BA,MUC,PHL,"['2024', '11', '5', '7', '50']","['2024', '11', '5', '16', '30']",4047,MUC-LHR,BA947,AA7201,2024,2024,11,Português (Brasil),Brasil,BRL
multi,MUC,PHL,"['2024', '11', '5', '16', '10']","['2024', '11', '5', '23', '22']",6600,MUC-IAD,LH414,UA8785,United,"""UA""","""6199""",Português (Brasil),Brasil,BRL
multi,LIM,DEL,"['2024', '2', '26', '7', '30']","['2024', '2', '28', '1', '15']",3216,LIM-MIA,AA1558,AA6661,British Airways,"""BA""","""143""",Deutsch,Deutschland,EUR
AA,LIM,DEL,"['2024', '2', '26', 'null', '45']","['2024', '2', '27', '21', '35']",3507,LIM-MIA,AA988,AA292,2024,27,"""AA""",Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '20', '45']","['2024', '2', '28', '8', '25']",4745,LIM-MAD,IB6650,QR5071,Iberia,28,"""QR""",Deutsch,Deutschland,EUR
UA,LIM,DEL,"['2024', '2', '26', '23', '55']","['2024', '2', '28', '11', '10']",3018,LIM-EWR,UA887,UA816,https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcSY7HqndXM-ihFCu1qUKosYR--X_yXSd-0mkQHeSUaG5rkpq5Y6uxD8CMmYUCdngZE7mV0onuN2zv_aVxGGO8xv4FMcpMlWvbXdvJFcemY,27,2024,Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '7', '30']","['2024', '2', '28', '1', '15']",3216,LIM-MIA,AA1558,AA6661,British Airways,"""BA""","""143""",Deutsch,Deutschland,EUR
AA,LIM,DEL,"['2024', '2', '26', 'null', '45']","['2024', '2', '27', '21', '35']",3507,LIM-MIA,AA988,AA292,2024,27,"""AA""",Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '20', '45']","['2024', '2', '28', '8', '25']",4745,LIM-MAD,IB6650,QR5071,Iberia,28,"""QR""",Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '7', '30']","['2024', '2', '28', '1', '15']",3216,LIM-MIA,AA1558,AA6661,British Airways,"""BA""","""143""",Deutsch,Deutschland,EUR
AA,LIM,DEL,"['2024', '2', '26', 'null', '45']","['2024', '2', '27', '21', '35']",3507,LIM-MIA,AA988,AA292,2024,27,"""AA""",Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '20', '45']","['2024', '2', '28', '8', '25']",4745,LIM-MAD,IB6650,QR5071,Iberia,28,"""QR""",Deutsch,Deutschland,EUR
UA,LIM,DEL,"['2024', '2', '26', '23', '55']","['2024', '2', '28', '11', '10']",3018,LIM-EWR,UA887,UA816,https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcSY7HqndXM-ihFCu1qUKosYR--X_yXSd-0mkQHeSUaG5rkpq5Y6uxD8CMmYUCdngZE7mV0onuN2zv_aVxGGO8xv4FMcpMlWvbXdvJFcemY,27,2024,Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '7', '30']","['2024', '2', '28', '1', '15']",3216,LIM-MIA,AA1558,AA6661,British Airways,"""BA""","""143""",Deutsch,Deutschland,EUR
AA,LIM,DEL,"['2024', '2', '26', 'null', '45']","['2024', '2', '27', '21', '35']",3507,LIM-MIA,AA988,AA292,2024,27,"""AA""",Deutsch,Deutschland,EUR
multi,LIM,DEL,"['2024', '2', '26', '20', '45']","['2024', '2', '28', '8', '25']",4745,LIM-MAD,IB6650,QR5071,Iberia,28,"""QR""",Deutsch,Deutschland,EUR
TK,IST,NCE,"['2024', '7', '22', '15', '35']","['2024', '7', '22', '17', '40']",357,IST-NCE,,TK1815,Turkish Airlines,"""TK""","""1815""",Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '12', '50']","['2024', '7', '22', '18', '35']",407,IST-FCO,TK1865,AZ7035,Turkish Airlines,22,2024,Deutsch,Deutschland,EUR
KL,IST,NCE,"['2024', '7', '22', '17']","['2024', '7', '22', '22']",411,IST-AMS,KL1960,KL1481,KLM,"""KL""","""1481""",Deutsch,Deutschland,EUR
LH,IST,NCE,"['2024', '7', '22', '17', '55']","['2024', '7', '22', '22', '40']",493,IST-FRA,LH1301,LH1068,2024,22,"""LH""",Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '8']","['2024', '7', '22', '14']",542,IST-FCO,TK1861,AZ7031,ITA,2024,7,Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '13', '15']","['2024', '7', '22', '18', '10']",636,IST-ATH,TK1849,A33153,Turkish Airlines,22,2024,Deutsch,Deutschland,EUR
TU,IST,NCE,"['2024', '7', '22', '12', '25']","['2024', '7', '22', '17', '30']",639,IST-TUN,TU215,TU998,Tunisair,"""TU""","""998""",Deutsch,Deutschland,EUR
BA,IST,NCE,"['2024', '7', '22', '8', '25']","['2024', '7', '22', '14', '40']",1087,IST-LHR,BA675,BA344,British Airways,"""BA""","""344""",Deutsch,Deutschland,EUR
TK,IST,NCE,"['2024', '7', '22', '15', '35']","['2024', '7', '22', '17', '40']",357,IST-NCE,,TK1815,Turkish Airlines,"""TK""","""1815""",Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '12', '50']","['2024', '7', '22', '18', '35']",407,IST-FCO,TK1865,AZ7035,Turkish Airlines,22,2024,Deutsch,Deutschland,EUR
KL,IST,NCE,"['2024', '7', '22', '17']","['2024', '7', '22', '22']",411,IST-AMS,KL1960,KL1481,KLM,"""KL""","""1481""",Deutsch,Deutschland,EUR
LH,IST,NCE,"['2024', '7', '22', '17', '55']","['2024', '7', '22', '22', '40']",493,IST-FRA,LH1301,LH1068,2024,22,"""LH""",Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '8']","['2024', '7', '22', '14']",542,IST-FCO,TK1861,AZ7031,ITA,2024,7,Deutsch,Deutschland,EUR
multi,IST,NCE,"['2024', '7', '22', '13', '15']","['2024', '7', '22', '18', '10']",636,IST-ATH,TK1849,A33153,Turkish Airlines,22,2024,Deutsch,Deutschland,EUR
TU,IST,NCE,"['2024', '7', '22', '12', '25']","['2024', '7', '22', '17', '30']",639,IST-TUN,TU215,TU998,Tunisair,"""TU""","""998""",Deutsch,Deutschland,EUR
BA,IST,NCE,"['2024', '7', '22', '8', '25']","['2024', '7', '22', '14', '40']",1087,IST-LHR,BA675,BA344,British Airways,"""BA""","""344""",Deutsch,Deutschland,EUR
CM,SCL,MEX,"['2024', '10', '30', '12', '24']","['2024', '10', '31', 'null', '3']",757,SCL-PTY,CM498,CM188,COPA,31,"""CM""",Deutsch,Vereinigte Staaten,USD
LA,SCL,MEX,"['2024', '10', '30', '20', '55']","['2024', '10', '31', '5', '50']",788,SCL-LIM,LA522,LA2472,2024,10,31,Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '5', '12']","['2024', '10', '30', '14', '31']",834,SCL-PTY,CM396,CM136,COPA,30,"""CM""",Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '3', '19']","['2024', '10', '30', '12', '8']",903,SCL-PTY,CM475,CM120,2024,10,30,Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '12', '24']","['2024', '10', '30', '22', '1']",903,SCL-PTY,CM498,CM138,2024,30,"""CM""",Deutsch,Vereinigte Staaten,USD
AV,SCL,MEX,"['2024', '10', '30', '1', '30']","['2024', '10', '30', '12', '10']",939,SCL-BOG,AV240,AV72,2024,10,30,Deutsch,Vereinigte Staaten,USD
AV,SCL,MEX,"['2024', '10', '30', '15', '25']","['2024', '10', '31', '3', 'null']",939,SCL-BOG,AV116,AV44,Avianca,31,"""AV""",Deutsch,Vereinigte Staaten,USD
AM,SCL,MEX,"['2024', '10', '30', '23', '25']","['2024', '10', '31', '5', 'null']",1270,SCL-MEX,,AM11,Aeromexico,10,31,Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '12', '24']","['2024', '10', '31', 'null', '3']",757,SCL-PTY,CM498,CM188,COPA,31,"""CM""",Deutsch,Vereinigte Staaten,USD
LA,SCL,MEX,"['2024', '10', '30', '20', '55']","['2024', '10', '31', '5', '50']",788,SCL-LIM,LA522,LA2472,2024,10,31,Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '5', '12']","['2024', '10', '30', '14', '31']",834,SCL-PTY,CM396,CM136,COPA,30,"""CM""",Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '3', '19']","['2024', '10', '30', '12', '8']",903,SCL-PTY,CM475,CM120,2024,10,30,Deutsch,Vereinigte Staaten,USD
CM,SCL,MEX,"['2024', '10', '30', '12', '24']","['2024', '10', '30', '22', '1']",903,SCL-PTY,CM498,CM138,2024,30,"""CM""",Deutsch,Vereinigte Staaten,USD
AV,SCL,MEX,"['2024', '10', '30', '1', '30']","['2024', '10', '30', '12', '10']",939,SCL-BOG,AV240,AV72,2024,10,30,Deutsch,Vereinigte Staaten,USD
AV,SCL,MEX,"['2024', '10', '30', '15', '25']","['2024', '10', '31', '3', 'null']",939,SCL-BOG,AV116,AV44,Avianca,31,"""AV""",Deutsch,Vereinigte Staaten,USD
AM,SCL,MEX,"['2024', '10', '30', '23', '25']","['2024', '10', '31', '5', 'null']",1270,SCL-MEX,,AM11,Aeromexico,10,31,Deutsch,Vereinigte Staaten,USD
AF,CMN,HKG,"['2024', '10', '15', '18', '20']","['2024', '10', '16', '17', '20']",5046,CMN-CDG,AF1197,AF188,https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcSyQJ-woNs0iO22mPSkmRUM5gcsTbbYeypQ6BBTeFxXr90mqTxZl57Fdq2CDuLn4w7cKZ8TT9_zZhOpF57rIpA7yWKQnqKvkKIf9Y-qJDo,10,16,Polski,Polska,PLN
multi,CMN,HKG,"['2024', '10', '15', '14', '10']","['2024', '10', '16', '15', '5']",6717,CMN-DOH,AT216,QR4566,Royal Air Maroc,10,16,Polski,Polska,PLN
EK,CMN,HKG,"['2024', '10', '15', '14', '45']","['2024', '10', '16', '15', '25']",6821,CMN-DXB,EK752,AT9900,2024,"""382""",null,Polski,Polska,PLN
AF,CMN,HKG,"['2024', '10', '15', '18', '20']","['2024', '10', '16', '17', '20']",5046,CMN-CDG,AF1197,AF188,https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcSyQJ-woNs0iO22mPSkmRUM5gcsTbbYeypQ6BBTeFxXr90mqTxZl57Fdq2CDuLn4w7cKZ8TT9_zZhOpF57rIpA7yWKQnqKvkKIf9Y-qJDo,10,16,Polski,Polska,PLN
multi,CMN,HKG,"['2024', '10', '15', '14', '10']","['2024', '10', '16', '15', '5']",6717,CMN-DOH,AT216,QR4566,Royal Air Maroc,10,16,Polski,Polska,PLN
EK,CMN,HKG,"['2024', '10', '15', '14', '45']","['2024', '10', '16', '15', '25']",6821,CMN-DXB,EK752,AT9900,2024,"""382""",null,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '13', '25']","['2024', '5', '2', '8', '30']",7169,MIA-IAD,UA2390,LH720,Lufthansa,2,"""LH""",Polski,Polska,PLN
LH,MIA,PEK,"['2024', '4', '30', '16', '40']","['2024', '5', '2', '8', '30']",7823,MIA-FRA,LH463,UA8848,Lufthansa,2,"""LH""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '18', '25']","['2024', '5', '2', '12', '35']",8519,MIA-YVR,AC1035,AC6545,EVA Air,2,2024,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '6', '30']","['2024', '5', '1', '20', '15']",9150,MIA-IAH,UA2311,NH963,United,1,2024,Polski,Polska,PLN
EK,MIA,PEK,"['2024', '4', '30', '21', '10']","['2024', '5', '2', '15', '25']",9462,MIA-DXB,EK214,306null,2024,"""EK""","""306""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '7']","['2024', '5', '1', '20']",10279,MIA-ATL,DL1536,NH963,Delta,2024,5,Polski,Polska,PLN
TK,MIA,PEK,"['2024', '4', '30', '21', '45']","['2024', '5', '2', '15', '35']",10636,MIA-IST,TK78,TK88,Turkish Airlines,2,"""TK""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '8']","['2024', '5', '1', '20']",11721,MIA-ATL,DL1523,KE6960,Korean Air,2024,5,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '17', '30']","['2024', '5', '2', '9', '40']",12093,MIA-JFK,DL2113,KE7342,Delta,2024,5,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '20', '15']","['2024', '5', '2', '8', '55']",12703,MIA-CDG,AF99,KL2145,KLM,"""KL""","""897""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '20', '15']","['2024', '5', '2', '8', '55']",12703,MIA-CDG,AF99,KL2145,KLM,"""KL""","""897""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '8', '34']","['2024', '5', '1', '19', '45']",13891,MIA-ORD,AA1949,JL7665,JAL,5,1,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '13', '25']","['2024', '5', '2', '8', '30']",7169,MIA-IAD,UA2390,LH720,Lufthansa,2,"""LH""",Polski,Polska,PLN
LH,MIA,PEK,"['2024', '4', '30', '16', '40']","['2024', '5', '2', '8', '30']",7823,MIA-FRA,LH463,UA8848,Lufthansa,2,"""LH""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '18', '25']","['2024', '5', '2', '12', '35']",8519,MIA-YVR,AC1035,AC6545,EVA Air,2,2024,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '6', '30']","['2024', '5', '1', '20', '15']",9150,MIA-IAH,UA2311,NH963,United,1,2024,Polski,Polska,PLN
EK,MIA,PEK,"['2024', '4', '30', '21', '10']","['2024', '5', '2', '15', '25']",9462,MIA-DXB,EK214,306null,2024,"""EK""","""306""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '7']","['2024', '5', '1', '20']",10279,MIA-ATL,DL1536,NH963,Delta,2024,5,Polski,Polska,PLN
TK,MIA,PEK,"['2024', '4', '30', '21', '45']","['2024', '5', '2', '15', '35']",10636,MIA-IST,TK78,TK88,Turkish Airlines,2,"""TK""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '8']","['2024', '5', '1', '20']",11721,MIA-ATL,DL1523,KE6960,Korean Air,2024,5,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '17', '30']","['2024', '5', '2', '9', '40']",12093,MIA-JFK,DL2113,KE7342,Delta,2024,5,Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '20', '15']","['2024', '5', '2', '8', '55']",12703,MIA-CDG,AF99,KL2145,KLM,"""KL""","""897""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '20', '15']","['2024', '5', '2', '8', '55']",12703,MIA-CDG,AF99,KL2145,KLM,"""KL""","""897""",Polski,Polska,PLN
multi,MIA,PEK,"['2024', '4', '30', '8', '34']","['2024', '5', '1', '19', '45']",13891,MIA-ORD,AA1949,JL7665,JAL,5,1,Polski,Polska,PLN
TK,VCE,DOH,"['2024', '3', '11', '14', '40']","['2024', '3', '12', '1', '5']",110294,VCE-IST,TK1872,TK780,https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcTIiCrTV0E0oSYRfm5c4BwOFNPwGkhi0uOVoNiU__UgjgM0iWmDQbndzuzn8KLx-qYJLK-KAD8PjXOXXA,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '11', '23', '55']",168469,VCE-LHR,BA597,BA7004,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
BA,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '12', 'null', '15']",168469,VCE-LHR,BA597,BA123,2024,3,12,日本語,日本,JPY
BA,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '11', '23', '50']",171247,VCE-LHR,BA597,2033null,2024,3,11,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '22', '10']","['2024', '3', '12', '16', '40']",192370,VCE-BCN,VY6405,QR3770,ã«ã¿ã¼ã«èªç©º,3,12,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '6', '20']","['2024', '3', '11', '23', '55']",196005,VCE-MAD,IB3249,QR7238,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '12', '55']","['2024', '3', '12', '4', '25']",197808,VCE-LHR,BA579,QR5968,ã«ã¿ã¼ã«èªç©º,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '17', '55']","['2024', '3', '12', '7', '10']",197808,VCE-LHR,BA583,BA7014,ã«ã¿ã¼ã«èªç©º,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '9', '55']","['2024', '3', '11', '23', '25']",276311,VCE-BCN,VY6401,QR3768,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
TK,VCE,DOH,"['2024', '3', '11', '14', '40']","['2024', '3', '12', '1', '5']",110294,VCE-IST,TK1872,TK780,https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcTIiCrTV0E0oSYRfm5c4BwOFNPwGkhi0uOVoNiU__UgjgM0iWmDQbndzuzn8KLx-qYJLK-KAD8PjXOXXA,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '11', '23', '55']",168469,VCE-LHR,BA597,BA7004,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
BA,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '12', 'null', '15']",168469,VCE-LHR,BA597,BA123,2024,3,12,日本語,日本,JPY
BA,VCE,DOH,"['2024', '3', '11', '8', '25']","['2024', '3', '11', '23', '50']",171247,VCE-LHR,BA597,2033null,2024,3,11,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '22', '10']","['2024', '3', '12', '16', '40']",192370,VCE-BCN,VY6405,QR3770,ã«ã¿ã¼ã«èªç©º,3,12,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '6', '20']","['2024', '3', '11', '23', '55']",196005,VCE-MAD,IB3249,QR7238,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '12', '55']","['2024', '3', '12', '4', '25']",197808,VCE-LHR,BA579,QR5968,ã«ã¿ã¼ã«èªç©º,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '17', '55']","['2024', '3', '12', '7', '10']",197808,VCE-LHR,BA583,BA7014,ã«ã¿ã¼ã«èªç©º,11,2024,日本語,日本,JPY
multi,VCE,DOH,"['2024', '3', '11', '9', '55']","['2024', '3', '11', '23', '25']",276311,VCE-BCN,VY6401,QR3768,ã«ã¿ã¼ã«èªç©º,3,11,日本語,日本,JPY
AC,MIA,NRT,"['2024', '11', '9', '18', '15']","['2024', '11', '11', '16', '25']",20297140,MIA-YVR,AC1035,3null,Air Canada,2024,11,Indonesia,Indonesia,IDR
AC,MIA,NRT,"['2024', '11', '9', '21', '10']","['2024', '11', '11', '16', '25']",20688086,MIA-YYZ,AC1205,3null,Air Canada,"""3""",null,Indonesia,Indonesia,IDR
AC,MIA,NRT,"['2024', '11', '9', '8']","['2024', '11', '10', '16']",22134654,MIA-YYZ,AC1199,AC9,Air Canada,11,10,Indonesia,Indonesia,IDR
AC,MIA,NRT,"['2024', '11', '9', '21', '10']","['2024', '11', '11', '16', '50']",20596429,MIA-YYZ,AC1205,nullAir Canada,Air Canada,11,11,Indonesia,Indonesia,IDR
TK,MIA,NRT,"['2024', '11', '9', '22', '55']","['2024', '11', '12', '8', '30']",22619751,MIA-IST,TK78,50null,Turkish Airlines,12,"""TK""",Indonesia,Indonesia,IDR
QR,MIA,NRT,"['2024', '11', '9', '19', '40']","['2024', '11', '11', '17', '55']",30388813,MIA-DOH,QR778,806null,Qatar Airways,"""QR""","""806""",Indonesia,Indonesia,IDR
multi,MIA,NRT,"['2024', '11', '9', '17', '40']","['2024', '11', '11', '12', 'null']",31873257,MIA-SEA,AS305,BR184,Alaska,11,2024,Indonesia,Indonesia,IDR
UA,MIA,NRT,"['2024', '11', '9', '20', '49']","['2024', '11', '11', '15', '35']",35535970,MIA-EWR,UA410,79null,United,"""UA""","""79""",Indonesia,Indonesia,IDR
